SampleNumber	Tile	NumberOfReadsRaw	NumberOfReadsPF
36	2301	0	0
37	2301	0	0
38	2301	0	0
39	2301	0	0
40	2301	0	0
41	2301	0	0
42	2301	0	0
43	2301	0	0
44	2301	0	0
45	2301	0	0
46	2301	0	0
47	2301	0	0
48	2301	0	0
49	2301	0	0
0	2302	3367693	1357631
34	2302	0	0
35	2302	0	0
36	2302	0	0
37	2302	0	0
38	2302	0	0
39	2302	0	0
40	2302	0	0
41	2302	0	0
42	2302	0	0
43	2302	0	0
44	2302	0	0
45	2302	0	0
46	2302	0	0
47	2302	0	0
48	2302	0	0
49	2302	0	0
0	2303	3406284	1237364
34	2303	0	0
35	2303	0	0
36	2303	0	0
37	2303	0	0
38	2303	0	0
39	2303	0	0
40	2303	0	0
41	2303	0	0
42	2303	0	0
43	2303	0	0
44	2303	0	0
45	2303	0	0
46	2303	0	0
47	2303	0	0
48	2303	0	0
49	2303	0	0
0	2304	1252278	167312
34	2304	101104	52263
35	2304	98121	55679
36	2304	114349	58737
37	2304	88728	47045
38	2304	103535	56290
39	2304	77364	41398
40	2304	85004	45433
41	2304	97987	48829
42	2304	106532	57814
43	2304	83253	45957
44	2304	97295	49597
45	2304	130286	71053
46	2304	99386	49562
47	2304	92630	48760
48	2304	128065	67199
49	2304	83778	43452
0	2305	2747028	964096
34	2305	0	0
35	2305	0	0
36	2305	0	0
37	2305	0	0
38	2305	0	0
39	2305	0	0
40	2305	0	0
41	2305	0	0
42	2305	0	0
43	2305	0	0
44	2305	0	0
45	2305	0	0
46	2305	0	0
47	2305	0	0
48	2305	0	0
49	2305	0	0
0	2306	3402763	1136769
34	2306	0	0
35	2306	0	0
36	2306	0	0
37	2306	0	0
38	2306	0	0
39	2306	0	0
40	2306	0	0
41	2306	0	0
42	2306	0	0
43	2306	0	0
44	2306	0	0
45	2306	0	0
46	2306	0	0
47	2306	0	0
48	2306	0	0
49	2306	0	0
0	2307	1586466	251645
34	2307	97202	42460
35	2307	46835	23153
36	2307	97744	41895
37	2307	74096	32975
38	2307	94192	44533
39	2307	34696	16161
40	2307	72724	33533
41	2307	80133	33209
42	2307	97332	45788
43	2307	38728	17797
44	2307	84272	35440
45	2307	108572	52015
46	2307	86287	35788
47	2307	77562	35204
48	2307	115914	52962
49	2307	70347	30290
0	2308	2741210	813292
34	2308	0	0
35	2308	0	0
36	2308	0	0
37	2308	0	0
38	2308	0	0
39	2308	0	0
40	2308	0	0
41	2308	0	0
42	2308	0	0
43	2308	0	0
44	2308	0	0
45	2308	0	0
46	2308	0	0
47	2308	0	0
48	2308	0	0
49	2308	0	0
0	2309	3434437	1464308
34	2309	0	0
35	2309	0	0
36	2309	0	0
37	2309	0	0
38	2309	0	0
39	2309	0	0
40	2309	0	0
41	2309	0	0
42	2309	0	0
43	2309	0	0
44	2309	0	0
45	2309	0	0
46	2309	0	0
47	2309	0	0
48	2309	0	0
49	2309	0	0
0	2310	2595407	747644
34	2310	0	0
35	2310	0	0
36	2310	0	0
37	2310	0	0
38	2310	0	0
39	2310	0	0
40	2310	0	0
41	2310	0	0
42	2310	0	0
43	2310	0	0
44	2310	0	0
45	2310	0	0
46	2310	0	0
47	2310	0	0
48	2310	0	0
49	2310	0	0
0	2311	2449592	331154
34	2311	0	0
35	2311	0	0
36	2311	0	0
37	2311	0	0
38	2311	0	0
39	2311	0	0
40	2311	0	0
41	2311	0	0
42	2311	0	0
43	2311	0	0
44	2311	0	0
45	2311	0	0
46	2311	0	0
47	2311	0	0
48	2311	0	0
49	2311	0	0
0	2312	2339200	310659
34	2312	0	0
35	2312	0	0
36	2312	0	0
37	2312	0	0
38	2312	0	0
39	2312	0	0
40	2312	0	0
41	2312	0	0
42	2312	0	0
43	2312	0	0
44	2312	0	0
45	2312	0	0
46	2312	0	0
47	2312	0	0
48	2312	0	0
49	2312	0	0
0	2313	2431418	290533
34	2313	0	0
35	2313	0	0
36	2313	0	0
37	2313	0	0
38	2313	0	0
39	2313	0	0
40	2313	0	0
41	2313	0	0
42	2313	0	0
43	2313	0	0
44	2313	0	0
45	2313	0	0
46	2313	0	0
47	2313	0	0
48	2313	0	0
49	2313	0	0
0	2314	2624002	156089
34	2314	0	0
35	2314	0	0
36	2314	0	0
37	2314	0	0
38	2314	0	0
39	2314	0	0
40	2314	0	0
41	2314	0	0
42	2314	0	0
43	2314	0	0
44	2314	0	0
45	2314	0	0
46	2314	0	0
47	2314	0	0
48	2314	0	0
49	2314	0	0
0	2315	2084539	147797
34	2315	46650	4096
35	2315	39091	4118
36	2315	54641	4580
37	2315	55297	4315
38	2315	40257	4275
39	2315	33542	2833
40	2315	39463	3963
41	2315	55281	4415
42	2315	43520	5008
43	2315	45552	4572
44	2315	44355	3619
45	2315	48923	5821
46	2315	51866	4200
47	2315	66236	5531
48	2315	64411	6306
49	2315	48100	3630
0	2316	2801593	0
34	2316	0	0
35	2316	0	0
36	2316	0	0
37	2316	0	0
38	2316	0	0
39	2316	0	0
40	2316	0	0
41	2316	0	0
42	2316	0	0
43	2316	0	0
44	2316	0	0
45	2316	0	0
46	2316	0	0
47	2316	0	0
48	2316	0	0
49	2316	0	0
